,Uniprot ID,Organism,Taxonomy-ID,Gene Name,HGNC number,Gene synonym,Recommended Name,Short Names,Alternative Names,OMIM,Catalytic: Reaction,Catalytic: Rhea,Catalytic: EC,Brenda,Reactome ID,CAZy,GeneID
250,Q8IXB1,Homo sapiens,9606,DNAJC10,HGNC:24637;,ERDJ5,DnaJ homolog subfamily C member 10,,Endoplasmic reticulum DNA J domain-containing protein 5;Macrothioredoxin;,607987;,,,,,,,54431;
251,Q96DZ1,Homo sapiens,9606,ERLEC1,HGNC:25222;,C2orf30,Endoplasmic reticulum lectin 1,,ER lectin;XTP3-transactivated gene B protein;,611229;,,,,,R-HSA-382556;R-HSA-5358346;R-HSA-5362768;R-HSA-5678895;,,27248;
252,P14625,Homo sapiens,9606,HSP90B1,HGNC:12028;,GRP94,Endoplasmin,,94 kDa glucose-regulated protein;Heat shock protein 90 kDa beta member 1;Tumor rejection antigen 1;gp96 homolog;,191175;,,,,,R-HSA-1679131;R-HSA-3000480;R-HSA-381183;R-HSA-381426;R-HSA-6785807;R-HSA-8957275;,,7184;
253,P11021,Homo sapiens,9606,HSPA5,HGNC:5238;,GRP78,Endoplasmic reticulum chaperone BiP,,78 kDa glucose-regulated protein;Binding-immunoglobulin protein;Heat shock protein 70 family protein 5;Heat shock protein family A member 5;Immunoglobulin heavy chain-binding protein;,138120;,ATP + H2O = ADP + H(+) + phosphate;,RHEA:13065;,3.6.4.10;,,R-HSA-114608;R-HSA-3371453;R-HSA-381033;R-HSA-381042;R-HSA-381070;R-HSA-381183;R-HSA-983170;,,3309;
254,Q9Y4L1,Homo sapiens,9606,HYOU1,HGNC:16931;,GRP170,Hypoxia up-regulated protein 1,,150 kDa oxygen-regulated protein;170 kDa glucose-regulated protein;,233600;601746;,,,,,R-HSA-3000484;R-HSA-381038;,,10525;
255,Q13438,Homo sapiens,9606,OS9,HGNC:16994;,,Protein OS-9,,Amplified in osteosarcoma 9;,609677;,,,,,R-HSA-382556;R-HSA-5358346;R-HSA-5362768;R-HSA-5678895;R-HSA-901032;,,10956;
256,Q12907,Homo sapiens,9606,LMAN2,HGNC:16986;,C5orf8,Vesicular integral-membrane protein VIP36,,Glycoprotein GP36b;Lectin mannose-binding 2;Vesicular integral-membrane protein 36;,609551;,,,,,R-HSA-204005;R-HSA-5694530;,,10960;
257,Q9UBV2,Homo sapiens,9606,SEL1L,HGNC:10717;,TSA305,Protein sel-1 homolog 1,,Suppressor of lin-12-like protein 1;,602329;,,,,,R-HSA-1912420;R-HSA-382556;R-HSA-5358346;R-HSA-5362768;R-HSA-5678895;R-HSA-901032;,,6400;
258,Q9Y2C3,Homo sapiens,9606,B3GALT5,HGNC:920;,,"Beta-1,3-galactosyltransferase 5","Beta-1,3-GalTase 5;Beta3Gal-T5;Beta3GalT5;b3Gal-T5;","Beta-3-Gx-T5;UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 5;UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 5;",604066;,globoside Gb4Cer (d18:1(4E)) + UDP-alpha-D-galactose = globoside GalGb4Cer (d18:1(4E)) + H(+) + UDP;,RHEA:41996;,,,R-HSA-9037629;,GT31;,10317;
259,Q96RP7,Homo sapiens,9606,GAL3ST4,HGNC:24145;,,Galactose-3-O-sulfotransferase 4,Gal3ST-4;,"Beta-galactose-3-O-sulfotransferase 4;Gal-beta-1,3-GalNAc 3'-sulfotransferase;",608235;,,,,,,,79690;
260,Q9H3Q3,Homo sapiens,9606,GAL3ST2,HGNC:24869;,GP3ST,Galactose-3-O-sulfotransferase 2,Gal3ST-2;,"Beta-galactose-3-O-sulfotransferase 2;Gal-beta-1, 3-GalNAc 3'-sulfotransferase 2;Glycoprotein beta-Gal 3'-sulfotransferase 2;",608237;,,,,,,,64090;
261,Q96A11,Homo sapiens,9606,GAL3ST3,HGNC:24144;,,Galactose-3-O-sulfotransferase 3,Gal3ST-3;,"Beta-galactose-3-O-sulfotransferase 3;Gal-beta-1, 3-GalNAc 3'-sulfotransferase 3;",608234;,,,,,,,89792;
262,Q9NPC4,Homo sapiens,9606,A4GALT,HGNC:18149;,A14GALT,Lactosylceramide 4-alpha-galactosyltransferase,,"Alpha-1,4-N-acetylglucosaminyltransferase;Alpha-1,4-galactosyltransferase;Alpha4Gal-T1;CD77 synthase;Globotriaosylceramide synthase;P1/Pk synthase;UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase;",111400;607922;,a beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer(d18:1(4E)) + UDP-alpha-D-galactose = globoside Gb3Cer (d18:1(4E)) + H(+) + UDP;beta-D-Gal-(1<->1')-Cer + UDP-alpha-D-galactose = alpha-D-Gal-(1->4)-beta-D-Gal-(1<->1')-Cer + H(+) + UDP;,RHEA:11924;RHEA:60044;,2.4.1.228;,2.4.1.228;,,GT32;,53947;
263,O96024,Homo sapiens,9606,B3GALT4,HGNC:919;,GALT4,"Beta-1,3-galactosyltransferase 4","Beta-1,3-GalTase 4;Beta3Gal-T4;Beta3GalT4;GalT4;b3Gal-T4;","Gal-T2;Ganglioside galactosyltransferase;UDP-galactose:beta-N-acetyl-galactosamine-beta-1,3-galactosyltransferase;",603095;,ganglioside GM2 (d18:1(4E)) + UDP-alpha-D-galactose = ganglioside GM1 (d18:1(4E)) + H(+) + UDP;ganglioside GM2 + UDP-alpha-D-galactose = ganglioside GM1 + H(+) + UDP;ganglioside GD2 (d18:1(4E)) + UDP-alpha-D-galactose = ganglioside GD1b (d18:1(4E)) + H(+) + UDP;ganglioside GA2 (d18:1(4E)) + UDP-alpha-D-galactose = ganglioside GA1 (d18:1(4E)) + H(+) + UDP;,RHEA:16773;RHEA:48280;RHEA:47568;RHEA:41960;,2.4.1.62;,2.4.1.62;,R-HSA-9037629;,GT31;,8705;
264,Q16880,Homo sapiens,9606,UGT8,HGNC:12555;,CGT,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,,Ceramide UDP-galactosyltransferase;Cerebroside synthase;UDP-galactose-ceramide galactosyltransferase;,601291;,an N-acylsphing-4-enine + UDP-alpha-D-galactose = a beta-D-galactosyl-(1<->1')-N-acylsphing-4-enine + H(+) + UDP;an N-acyl-sphingoid base + UDP-alpha-D-galactose = a D-galactosylceramide + H(+) + UDP;N-(2-hydroxy-hexanoyl)-sphing-4-enine + UDP-alpha-D-galactose = H(+) + N-(2-hydroxy-hexanoyl)-beta-D-galactosyl-sphing-4-enine + UDP;N-(2-hydroxy-hexanoyl)-sphinganine + UDP-alpha-D-galactose = H(+) + N-(2-hydroxyhexanoyl)-beta-D-galactosylsphinganine + UDP;,RHEA:13093;RHEA:48344;RHEA:43400;RHEA:43404;,2.4.1.47;,2.4.1.47;,R-HSA-1660662;,GT1;,7368;
265,Q8TET4,Homo sapiens,9606,GANC,HGNC:4139;,,Neutral alpha-glucosidase C,,,104180;,"Hydrolysis of terminal, non-reducing (1->4)-linked alpha-D-glucose residues with release of alpha-D-glucose.;",,3.2.1.20;,,,GH31;,2595;
266,P10253,Homo sapiens,9606,GAA,HGNC:4065;,,Lysosomal alpha-glucosidase,,Acid maltase;Aglucosidase alfa;,232300;606800;,"Hydrolysis of terminal, non-reducing (1->4)-linked alpha-D-glucose residues with release of alpha-D-glucose.;",,3.2.1.20;,3.2.1.20;,R-HSA-5357609;R-HSA-6798695;R-HSA-70221;,GH31;,2548;
267,Q8WWQ2,Homo sapiens,9606,HPSE2,HGNC:18374;,HPA2,Inactive heparanase-2,Hpa2;,,236730;613469;,,,,,R-HSA-2024096;,,60495;
268,P22309,Homo sapiens,9606,UGT1A1,HGNC:12530;,GNT1,UDP-glucuronosyltransferase 1A1,UGT1A1;,Bilirubin-specific UDPGT isozyme 1;UDP-glucuronosyltransferase 1-1;UDP-glucuronosyltransferase 1A isoform 1;,143500;191740;218800;237900;601816;606785;,"glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;2-hydroxyestrone + UDP-alpha-D-glucuronate = 2-hydroxyestrone 3-O-(beta-D-glucuronate) + H(+) + UDP;2-hydroxy-17beta-estradiol + UDP-alpha-D-glucuronate = 2-hydroxy-17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;2-methoxy-17beta-estradiol + UDP-alpha-D-glucuronate = 2-methoxy-17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;16beta,17beta-estriol + UDP-alpha-D-glucuronate = 16beta,17beta-estriol 16-O-(beta-D-glucuronate) + H(+) + UDP;losartan + UDP-alpha-D-glucuronate = losartan-2-N-beta-D-glucuronide + UDP;prunetin + UDP-alpha-D-glucuronate = prunetin-4'-O-beta-D-glucuronide + UDP;SN-38 + UDP-alpha-D-glucuronate = H(+) + SN-38 O-beta-D-glucuronide + UDP;",RHEA:21032;RHEA:52460;RHEA:53048;RHEA:53004;RHEA:53072;RHEA:52868;RHEA:52880;RHEA:63720;RHEA:63588;RHEA:63696;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-189483;R-HSA-5579002;R-HSA-9749641;R-HSA-9753281;,GT1;,54658;
269,Q9HAW8,Homo sapiens,9606,UGT1A10,HGNC:12531;,GNT1,UDP-glucuronosyltransferase 1A10,UGT1A10;,UDP-glucuronosyltransferase 1-10;UDP-glucuronosyltransferase 1-J;,191740;606435;,"glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 17-O-(beta-D-glucuronate) + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;16alpha,17beta-estriol + UDP-alpha-D-glucuronate = 16alpha,17beta-estriol 3-O-(beta-D-glucuronate) + H(+) + UDP;16beta,17beta-estriol + UDP-alpha-D-glucuronate = 16beta,17beta-estriol 3-O-(beta-D-glucuronate) + H(+) + UDP;16alpha,17alpha-estriol + UDP-alpha-D-glucuronate = 16alpha,17alpha-estriol 3-O-(beta-D-glucuronate) + H(+) + UDP;16alpha-hydroxyestrone + UDP-alpha-D-glucuronate = 16alpha-hydroxyestrone 3-O-(beta-D-glucuronate) + H(+) + UDP;estrone + UDP-alpha-D-glucuronate = estrone 3-O-(beta-D-glucuronate) + H(+) + UDP;prunetin + UDP-alpha-D-glucuronate = prunetin-4'-O-beta-D-glucuronide + UDP;losartan + UDP-alpha-D-glucuronate = losartan-2-N-beta-D-glucuronide + UDP;candesartan + UDP-alpha-D-glucuronate = candesartan O-beta-D-glucuronoside + UDP;candesartan + UDP-alpha-D-glucuronate = candesartan-2-N-beta-D-glucuronide + UDP;UDP-alpha-D-glucuronate + zolasartan = UDP + zolarsartan-1-N-beta-D-glucuronide;",RHEA:21032;RHEA:52460;RHEA:52464;RHEA:52868;RHEA:52468;RHEA:52876;RHEA:52924;RHEA:52448;RHEA:52476;RHEA:63588;RHEA:63720;RHEA:63724;RHEA:63728;RHEA:63744;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9753281;,GT1;,54575;
270,P35503,Homo sapiens,9606,UGT1A3,HGNC:12535;,GNT1,UDP-glucuronosyltransferase 1A3,UGT1A3;,UDP-glucuronosyltransferase 1-3;UDP-glucuronosyltransferase 1-C;UDP-glucuronosyltransferase 1A isoform 3;,191740;606428;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 17-O-(beta-D-glucuronate) + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;estrone + UDP-alpha-D-glucuronate = estrone 3-O-(beta-D-glucuronate) + H(+) + UDP;chenodeoxycholate + UDP-alpha-D-glucuronate = chenodeoxycholoyl-24-O-(beta-D-glucuronate) + UDP;deoxycholate + UDP-alpha-D-glucuronate = deoxycholoyl-24-O-(beta-D-glucuronate) + UDP;lithocholate + UDP-alpha-D-glucuronate = lithocholoyl-24-O-(beta-D-glucuronate) + UDP;hyodeoxycholate + UDP-alpha-D-glucuronate = hyodeoxycholoyl-24-O-(beta-D-glucuronate) + UDP;hyocholate + UDP-alpha-D-glucuronate = hyocholoyl-24-O-(beta-D-glucuronate) + UDP;calcidiol + UDP-alpha-D-glucuronate = calcidiol 25-O-(beta-D-glucuronide) + H(+) + UDP;losartan + UDP-alpha-D-glucuronate = losartan-2-N-beta-D-glucuronide + UDP;candesartan + UDP-alpha-D-glucuronate = candesartan-2-N-beta-D-glucuronide + UDP;UDP-alpha-D-glucuronate + zolasartan = UDP + zolarsartan-2-N-beta-D-glucuronide;,RHEA:21032;RHEA:52460;RHEA:52464;RHEA:52868;RHEA:52476;RHEA:52940;RHEA:52948;RHEA:52952;RHEA:52956;RHEA:52960;RHEA:55840;RHEA:63720;RHEA:63728;RHEA:63748;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9623433;R-HSA-9749641;R-HSA-9754706;R-HSA-9757110;,GT1;,54659;
271,P22310,Homo sapiens,9606,UGT1A4,HGNC:12536;,GNT1,UDP-glucuronosyltransferase 1A4,UGT1A4;,Bilirubin-specific UDPGT isozyme 2;UDP-glucuronosyltransferase 1-4;UDP-glucuronosyltransferase 1-D;,606429;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;calcidiol + UDP-alpha-D-glucuronate = calcidiol 25-O-(beta-D-glucuronide) + H(+) + UDP;calcidiol + UDP-alpha-D-glucuronate = calcidiol 3-O-(beta-D-glucuronide) + H(+) + UDP;calcitriol + UDP-alpha-D-glucuronate = calcitriol 25-O-(beta-D-glucuronide) + H(+) + UDP;,RHEA:21032;RHEA:55840;RHEA:55844;RHEA:55836;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-189483;R-HSA-5579016;R-HSA-9749641;,GT1;,54657;
272,P35504,Homo sapiens,9606,UGT1A5,HGNC:12537;,GNT1,UDP-glucuronosyltransferase 1A5,UGT1A5;,UDP-glucuronosyltransferase 1-5;UDP-glucuronosyltransferase 1-E;,191740;606430;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;UDP-alpha-D-glucuronate + zolasartan = UDP + zolarsartan-1-N-beta-D-glucuronide;,RHEA:21032;RHEA:63744;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;,GT1;,54579;
273,P19224,Homo sapiens,9606,UGT1A6,HGNC:12538;,GNT1,UDP-glucuronosyltransferase 1-6,UDPGT 1-6;UGT1*6;UGT1-06;UGT1.6;,Phenol-metabolizing UDP-glucuronosyltransferase;UDP-glucuronosyltransferase 1-F;UDP-glucuronosyltransferase 1A6;,191740;606431;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;,RHEA:21032;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;R-HSA-9753281;,GT1;,54578;
274,Q9HAW7,Homo sapiens,9606,UGT1A7,HGNC:12539;,GNT1,UDP-glucuronosyltransferase 1A7,UGT1A7;,UDP-glucuronosyltransferase 1-7;UDP-glucuronosyltransferase 1-G;,191740;606432;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;mycophenolate + UDP-alpha-D-glucuronate = H(+) + mycophenolate 7-O-beta-D-glucuronide + UDP;SN-38 + UDP-alpha-D-glucuronate = H(+) + SN-38 O-beta-D-glucuronide + UDP;prunetin + UDP-alpha-D-glucuronate = prunetin-5-O-beta-D-glucuronide + UDP;candesartan + UDP-alpha-D-glucuronate = candesartan O-beta-D-glucuronoside + UDP;,RHEA:21032;RHEA:52868;RHEA:63704;RHEA:63696;RHEA:63612;RHEA:63724;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;,GT1;,54577;
275,Q9HAW9,Homo sapiens,9606,UGT1A8,HGNC:12540;,GNT1,UDP-glucuronosyltransferase 1A8,UGT1A8;,UDP-glucuronosyltransferase 1-8;UDP-glucuronosyltransferase 1-H;,191740;606433;,"glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;estrone + UDP-alpha-D-glucuronate = estrone 3-O-(beta-D-glucuronate) + H(+) + UDP;16alpha,17alpha-estriol + UDP-alpha-D-glucuronate = 16alpha,17alpha-estriol 3-O-(beta-D-glucuronate) + H(+) + UDP;2-hydroxy-17beta-estradiol + UDP-alpha-D-glucuronate = 2-hydroxy-17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;2-hydroxy-17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 2-O-(beta-D-glucuronate) + H(+) + UDP;2-hydroxyestrone + UDP-alpha-D-glucuronate = 2-hydroxyestrone 3-O-(beta-D-glucuronate) + H(+) + UDP;4-hydroxy-17beta-estradiol + UDP-alpha-D-glucuronate = 4-hydroxy-17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;4-hydroxy-17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 4-O-(beta-D-glucuronate) + H(+) + UDP;4-hydroxyestrone + UDP-alpha-D-glucuronate = 4-hydroxyestrone 3-O-(beta-D-glucuronate) + H(+) + UDP;4-hydroxyestrone + UDP-alpha-D-glucuronate = estrone 4-O-(beta-D-glucuronate) + H(+) + UDP;2-methoxy-17beta-estradiol + UDP-alpha-D-glucuronate = 2-methoxy-17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;2-methoxyestrone + UDP-alpha-D-glucuronate = 2-methoxyestrone 3-O-(beta-D-glucuronate) + H(+) + UDP;4-methoxy-17beta-estradiol + UDP-alpha-D-glucuronate = 4-methoxy-17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;4-methoxyestrone + UDP-alpha-D-glucuronate = 4-methoxyestrone 3-O-(beta-D-glucuronate) + H(+) + UDP;17beta-hydroxy-5alpha-androstan-3-one + UDP-alpha-D-glucuronate = 5alpha-dihydrotestosterone 17-O-(beta-D-glucuronate) + H(+) + UDP;5alpha-dihydrotestosterone 17-O-(beta-D-glucuronate) + UDP-alpha-D-glucuronate = 5alpha-dihydrotestosterone 17-O-[beta-D-glucuronosyl-(1->2)-glucuronate] + H(+) + UDP;prunetin + UDP-alpha-D-glucuronate = prunetin-4'-O-beta-D-glucuronide + UDP;prunetin + UDP-alpha-D-glucuronate = prunetin-5-O-beta-D-glucuronide + UDP;candesartan + UDP-alpha-D-glucuronate = candesartan O-beta-D-glucuronoside + UDP;mycophenolate + UDP-alpha-D-glucuronate = H(+) + mycophenolate 7-O-beta-D-glucuronide + UDP;",RHEA:21032;RHEA:52460;RHEA:52868;RHEA:52476;RHEA:52924;RHEA:53004;RHEA:53032;RHEA:53048;RHEA:53036;RHEA:53040;RHEA:53052;RHEA:53060;RHEA:53072;RHEA:53064;RHEA:53080;RHEA:53068;RHEA:53000;RHEA:53388;RHEA:63588;RHEA:63612;RHEA:63724;RHEA:63704;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;,GT1;,54576;
276,O60656,Homo sapiens,9606,UGT1A9,HGNC:12541;,GNT1,UDP-glucuronosyltransferase 1A9,UGT1A9;,UDP-glucuronosyltransferase 1-9;UDP-glucuronosyltransferase 1-I;lugP4;,191740;606434;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;2-hydroxy-17beta-estradiol + UDP-alpha-D-glucuronate = 2-hydroxy-17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;4-hydroxy-17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 4-O-(beta-D-glucuronate) + H(+) + UDP;2-hydroxyestrone + UDP-alpha-D-glucuronate = 2-hydroxyestrone 3-O-(beta-D-glucuronate) + H(+) + UDP;4-hydroxyestrone + UDP-alpha-D-glucuronate = estrone 4-O-(beta-D-glucuronate) + H(+) + UDP;prunetin + UDP-alpha-D-glucuronate = prunetin-5-O-beta-D-glucuronide + UDP;candesartan + UDP-alpha-D-glucuronate = candesartan O-beta-D-glucuronoside + UDP;SN-38 + UDP-alpha-D-glucuronate = H(+) + SN-38 O-beta-D-glucuronide + UDP;mycophenolate + UDP-alpha-D-glucuronate = H(+) + mycophenolate 7-O-beta-D-glucuronide + UDP;,RHEA:21032;RHEA:53004;RHEA:53040;RHEA:53048;RHEA:53060;RHEA:63612;RHEA:63724;RHEA:63696;RHEA:63704;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-1989781;R-HSA-9749641;R-HSA-9753281;,GT1;,54600;
277,P0DTE4,Homo sapiens,9606,UGT2A1,HGNC:12542;,,UDP-glucuronosyltransferase 2A1,UDPGT 2A1;UGT2A1;,,604716;,"glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;16beta,17beta-estriol + UDP-alpha-D-glucuronate = 16beta,17beta-estriol 16-O-(beta-D-glucuronate) + H(+) + UDP;16alpha,17alpha-estriol + UDP-alpha-D-glucuronate = 16alpha,17alpha-estriol 16-O-(beta-D-glucuronate) + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 17-O-(beta-D-glucuronate) + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 17-O-(beta-D-glucuronate) + H(+) + UDP;testosterone + UDP-alpha-D-glucuronate = H(+) + testosterone 17-O-(beta-D-glucuronate) + UDP;epitestosterone + UDP-alpha-D-glucuronate = epitestosterone 17-O-(beta-D-glucuronate) + H(+) + UDP;lithocholate + UDP-alpha-D-glucuronate = H(+) + lithocholoyl-3-O-(beta-D-glucuronate) + UDP;lithocholate + UDP-alpha-D-glucuronate = lithocholoyl-24-O-(beta-D-glucuronate) + UDP;deoxycholate + UDP-alpha-D-glucuronate = deoxycholoyl-24-O-(beta-D-glucuronate) + UDP;hyodeoxycholate + UDP-alpha-D-glucuronate = hyodeoxycholoyl-24-O-(beta-D-glucuronate) + UDP;hyocholate + UDP-alpha-D-glucuronate = hyocholoyl-24-O-(beta-D-glucuronate) + UDP;",RHEA:21032;RHEA:52880;RHEA:52920;RHEA:52872;RHEA:52868;RHEA:52460;RHEA:52464;RHEA:52456;RHEA:52568;RHEA:53028;RHEA:52952;RHEA:52948;RHEA:52956;RHEA:52960;,2.4.1.17;,,R-HSA-156588;R-HSA-9749641;,,10941;
278,P36537,Homo sapiens,9606,UGT2B10,HGNC:12544;,,UDP-glucuronosyltransferase 2B10,UDPGT 2B10;,,600070;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;,RHEA:21032;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;,GT1;,7365;
279,O75795,Homo sapiens,9606,UGT2B17,HGNC:12547;,,UDP-glucuronosyltransferase 2B17,UDPGT 2B17;UGT2B17;,C19-steroid-specific UDP-glucuronosyltransferase;,601903;612560;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 17-O-(beta-D-glucuronate) + H(+) + UDP;17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 17-O-(beta-D-glucuronate) + H(+) + UDP;17beta-hydroxy-5alpha-androstan-3-one + UDP-alpha-D-glucuronate = 5alpha-dihydrotestosterone 17-O-(beta-D-glucuronate) + H(+) + UDP;testosterone + UDP-alpha-D-glucuronate = H(+) + testosterone 17-O-(beta-D-glucuronate) + UDP;,RHEA:21032;RHEA:52868;RHEA:52872;RHEA:52464;RHEA:53000;RHEA:52456;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;R-HSA-9757110;,GT1;,7367;
280,Q9BY64,Homo sapiens,9606,UGT2B28,HGNC:13479;,,UDP-glucuronosyltransferase 2B28,UDPGT 2B28;UGT2B28;,,606497;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;,RHEA:21032;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;,GT1;,54490;
281,P06133,Homo sapiens,9606,UGT2B4,HGNC:12553;,UGT2B11,UDP-glucuronosyltransferase 2B4,UDPGT 2B4;UGT2B4;,HLUG25;Hyodeoxycholic acid-specific UDPGT;UDPGTh-1;,600067;,"glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 17-O-(beta-D-glucuronate) + H(+) + UDP;16alpha,17alpha-estriol + UDP-alpha-D-glucuronate = 16alpha,17alpha-estriol 17-O-(beta-D-glucuronate) + H(+) + UDP;",RHEA:21032;RHEA:52872;RHEA:52916;,2.4.1.17;,2.4.1.17;,R-HSA-156588;R-HSA-9749641;,GT1;,7363;
282,P0DTE5,Homo sapiens,9606,UGT2A2,HGNC:28183;,,UDP-glucuronosyltransferase 2A2,UDPGT 2A2;,,619809;,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + H(+) + UDP;17alpha-estradiol + UDP-alpha-D-glucuronate = 17alpha-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;17beta-estradiol + UDP-alpha-D-glucuronate = 17beta-estradiol 3-O-(beta-D-glucuronate) + H(+) + UDP;chenodeoxycholate + UDP-alpha-D-glucuronate = chenodeoxycholoyl-24-O-(beta-D-glucuronate) + UDP;lithocholate + UDP-alpha-D-glucuronate = lithocholoyl-24-O-(beta-D-glucuronate) + UDP;deoxycholate + UDP-alpha-D-glucuronate = deoxycholoyl-24-O-(beta-D-glucuronate) + UDP;hyocholate + UDP-alpha-D-glucuronate = hyocholoyl-24-O-(beta-D-glucuronate) + UDP;hyodeoxycholate + UDP-alpha-D-glucuronate = H(+) + hyodeoxycholate 6-O-(beta-D-glucuronate) + UDP;,RHEA:21032;RHEA:52868;RHEA:52460;RHEA:52940;RHEA:52952;RHEA:52948;RHEA:52960;RHEA:52964;,2.4.1.17;,,R-HSA-156588;R-HSA-9749641;,,574537;
