GeneSymbol,CAZy,ECNo,EnzClass,Uniprot,DNARef,KEGG,KEGGPath,ProteinRef,GeneID,GlyClass,ProteinName,Organism,Constraints,Status,Reactant,co_R,Product,co_P,Comments,OMIMNo,Compartment,AddMono,Remove,ReplaceMono,Substrate,Product_1,Vm,Km,KineticsUnits,ER,Cis,Medial,Trans,TGN,Tissues,Organs,Donor,ReactomeID,isOriginal,isDrawGlycan
GNE,,3.2.1.183,,Q9Y223,NM_001128227.2,,No Record,NP_001121699.1,10020,,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,Homo sapiens,,,UDP-GlcNAc;ManNAc,H2O;ATP,ManNAc;ManNAc(6P),UDP;ADP,"*Bifunctional enzyme responsible for epimerization of UDP-GlcNAc to UDP-ManNAc, and the phosphorylation of UDP-ManNAc to UDP-ManNAc 1 phosphate.
*Dysfunctional GNE results in two disorders in Human: sialuria and GNE-myopathy. Sialuria is caused by the decreased feedback inhibition of GNE via the accumulation of CMP-sialic acids. GNE-myopathy is a late onset disease where muscle weakness manifests later in life. The molecular mechanisms are unclear, but increased sialic acid is observed in patients.",603824,,,,NULL,UDP-GlcNAc or ManNAc,ManNAc or ManNAc(6P),0,0,pM,1,1,1,1,1,,,null,R-HSA-4085001,1,0
GNPDA1,,3.5.99.6,,P46926,NM_005471.4,,No Record,NP_005462.1,10007,,Glucosamine-6-phosphate isomerase 1,Homo sapiens,None,,GlcN(6P),,Fru(6P),,"*Glucosamine 6 phosphate deaminase removes the amine from glucosamine and produces fructose 6 phosphate in the hexosamine biosynthesis pathway.
*Allosterically activated by the accumulation of GlcNAc-6-phosphate created by GNPNAT1(GNA1).",601798,,,,NULL,GlcN(6P),Fruc(6P),0,0,pM,0,0,0,0,0,all/Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,None/Other,R-HSA-70171,1,0
GNPDA2,,3.5.99.6,,Q8TDQ7,NM_001270880.1,,No Record,NP_001257809.1,132789,,Glucosamine-6-phosphate isomerase 2,Homo sapiens,None,,GlcN(6P),,Fru(6P),,Catalyzes the reversible conversion of alpha-D-glucosamine 6-phosphate (GlcN-6P) into beta-D-fructose 6-phosphate (Fru-6P) during the synthesis of UDP-GlcNAc.,613222,,,,NULL,GlcN(6P),Fruc(6P),0,0,pM,1,1,1,1,1,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-70171,1,0
GNPNAT1,,2.3.1.4,,Q96EK6,NM_198066.3,,No Record,NP_932332.1,64841,N_linked,Glucosamine 6-phosphate N-acetyltransferase,Homo sapiens,None,,GlcN(6P),Acetyl-CoA,GlcNAc(6P),CoA,* Converts glucosamine 6 phosphate to N-acetylglucosamine 6 phosphate in the hexosamine biosynthesis pathway.,616510,Cis,,,NULL,GlcN(6P),GlcNAc(6P),0,0,pM,0,0,0,0,0,all/Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,None/Other,R-HSA-446210,1,0
GNPTAB,,2.7.8.17,,Q3T906,NM_024312.4,,No Record,NP_077288.2,79158,N_linked,N-acetylglucosamine-1-phosphotransferase subunits alpha/beta,Homo sapiens,,,Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn,2*[UDP-GlcNAc],Man(a1-3)[Man(a1-2)[GlcNAc(6P)]Man(a1-6)]Man(a1-6)[GlcNAc(6P)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc(a1-?)-Asn,2*UMP,"* GNPTAB is the catalytic unit of the N-acetylglucosamine-1-phosphotransferase complex that attaches the mannose 6-phosphate (M6P) marker to selected high mannose type oligosaccharides in the Golgi. This modification occurs on acid hydrolases. This helps target these lysosomal enzymes to the endosomal/prelysosomal compartment via M6P receptor (MPR) mediated vesicular transport.
* GNPTG is the non-catalytic subunit that forms a complex with GNPTAB.",607840,Cis/Medial/Trans/TGN,,,NULL,Man(a1-2)Man(a1-?),GlcNAc(a1-?)-P-Man(a1-2)Man(a1-?),0,0,pM,1,1,1,1,1,,,null,,1,0
GNPTG,,,,Q9UJJ9,NM_032520.4,,No Record,NP_115909.1,84572,N_linked,N-acetylglucosamine-1-phosphotransferase subunit gamma,Homo sapiens,,done,None,,,,"* GNPTAB is the catalytic unit of the N-acetylglucosamine-1-phosphotransferase complex that attaches the mannose 6-phosphate (M6P) marker to selected high mannose type oligosaccharides in the Golgi. This modification occurs on acid hydrolases. This helps target these lysosomal enzymes to the endosomal/prelysosomal compartment via M6P receptor (MPR) mediated vesicular transport.
* GNPTG is the non-catalytic subunit that forms a complex with GNPTAB.",607838,Cis/Medial/Trans/TGN,,,NULL,No reaction,,0,0,pM,1,1,1,1,1,,,null,,1,0
GNS,,3.1.6.14,,P15586,NM_002076.3,,No Record,NP_002067.1,2799,,N-acetylglucosamine-6-sulfatase,Homo sapiens,None,done,...GlcNAc6S(a1-4)GlcA(b1-)HS chain;...GlcNAc6S(b1-3)Gal(b1-)KS chain,H2O;H2O,...GlcNAc(a1-4)GlcA(b1-)HS chain;...GlcNAc(b1-3)Gal(b1-)KS chain,sulfate;sulfate,"* Ubiquitously expressed lysosomal enzyme that promotes hydrolysis of the 6-sulfate groups of the GlcNAC6S units of heparan sulfate and keratan sulfate.
* This enzyme is deficient in Sanfilippo Syndrome type IIId.",607664,,,,NULL,GlcNAc(a1-4 S-6),GlcNAc(a1-4),0,0,pM,0,0,0,0,0,,,null,R-HSA-2022857,1,1
GPAA1,,,,O43292,NM_003801.3,,No Record,NP_003792.1,8733,GPI,Glycosylphosphatidylinositol anchor attachment 1 protein,Homo sapiens,,done,No reaction,,,,"* Component of the GPI transamidase complex, necessary for transfer of GPI to proteins.
* Mediates GPI anchoring in the endoplasmic reticulum, by replacing a protein's C-terminal GPI attachment signal peptide with a pre-assembled GPI.
* The GPI transamidase complex includes PIGK, GPAA1, along with PIGS, PIGT and PIGU.",603048,ER,,,NULL,Man(a1-2)[6EtNP]Man(a1-2)[6EtNP]Man(a1-6)[2EtNP]Man(a1-4)GlcN(a1-6)(ancyl)PI,Man(a1-2)[[anchor-protein]6EtNP]Man(a1-2)[6EtNP]Man(a1-6)[2EtNP]Man(a1-4)GlcN(a1-6)(ancyl)PI,0,0,pM,1,1,1,1,1,,,null,R-HSA-162791,1,0
GPI,,5.3.1.9,,P06744,NM_000175.4,,No Record,NP_000166.2,2821,,Glucose-6-phosphate isomerase,Homo sapiens,None,,Glc(6P);Fru(6P),Fru(6P);Glc(6P),,,*Glucose-6-phosphate isomerase converts glucose-6-phosphate into fructose-6-phosphate. *Second step in glycolysis pathway.,172400,,,,NULL,Glc(6P),Fruc(6P),0,0,pM,0,0,0,0,0,all/Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-5628897,1,0
GUSB,GH2,3.2.1.31,Glycosidase,P08236,NM_000181.3,,No Record,NP_000172.2,2990,GAG,Beta-glucuronidase,Homo sapiens,None,done,GlcA(b1-4)GlcNAc(a1-4)HS chain;GlcA(b1-3)GalNAc(b1-4)CS chain,H2O;H2O,GlcNAc(a1-4)HS chain;GalNAc(b1-4)CS chain,GlcA;GlcA,"* GUSB is required to degrade glycosaminoglycans (GAGs), including heparan sulfate (HS), dermatan sulfate (DS), and chondroitin-4,6-sulfate (CS).
* Mucopolysaccharidosis VII (MPS VII; Sly syndrome) is an autosomal recessive disorder caused by a deficiency of beta-glucuronidase (GUS, EC 3.2.1.31; GUSB). Here, the accumulation of undegraded GAGs in lysosomes of affected tissues leads to mental retardation, short stature, hepatosplenomegaly, bone dysplasia, and hydrops fetalis.",611499,,,,NULL,GlcA(b1-3)GalNAc(b1-4),GalNAc(b1-4),0,0,pM,0,0,0,0,0,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-2024096,1,1
GXYLT1,GT8,2.4.2.42,Glycosyltransferase,Q4G148,NM_001099650.1,K13676,No Record,NP_001093120.1,283464,O_glycanNMu,Glucoside xylosyltransferase 1,Homo sapiens,,done,Glc(b1-?)-Ser [EGF],UDP-Xyl,Xyl(a1-3)Glc(b1-?)-Ser [EGF],UDP,* Adds the 1st (α1-3)Xyl to extend O-Glc chains in selected proteins that have an EGF domain with consensus sequence C-X-S-X-P/A-C.,613321,ER,Xyl(a1-3),,,Glc(b1-?)Ser,Xyl(a1-3)Glc(b1-?)Ser,0,0,pM,1,1,1,1,1,,,UDP,,1,1
GXYLT2,GT8,2.4.2.42,Glycosyltransferase,A0PJZ3,NM_001080393.1,K13676,No Record,NP_001073862.1,727936,O_glycanNMu,Glucoside xylosyltransferase 2,Homo sapiens,,done,Glc(b1-?)-Ser [EGF],UDP-Xyl,Xyl(a1-3)Glc(b1-?)-Ser [EGF],UDP,* Adds the 1st (α1-3)Xyl to extend O-Glc chains in selected proteins that have an EGF domain with consensus sequence C-X-S-X-P/A-C.,613322,ER,Xyl(a1-3),,,Glc(b1-?)Ser,Xyl(a1-3)Glc(b1-?)Ser,0,0,pM,1,1,1,1,1,,,UDP,,1,1
HAS1,GT2,2.4.1.212,Glycosyltransferase,Q92839,NM_001523.3,K00752,No Record,NP_001514.2,3036,GAG,Hyaluronan synthase 1,Homo sapiens,,done,GlcA(b1-3)GlcNAc(b1-4) [Free];GlcNAc(b1-4)GlcA(b1-3) [Free],UDP-GlcNAc; UDP-GlcA,GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4) [Free];GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3) [Free],UDP;UDP,"* HA is a neutral polysaccharide [GlcNAc(b4)GlcA(b3)] with mass 10^3 to 10^7 Da depending on tissue type.
* These are made by three HAS enzymes (Hyaluronic acid synthase: HAS1, HAS2, HAS3) that are expressed on cell plasma membrane.
* All enzymes have a DXD motif in the cytoplasmic region. HA produced in cells is secreted outside and forms the glycocalyx.
* HAS1, 2, 3 are integral membrane proteins composed of multiple membrane spanning regions with hydrophobic amino acid clusters and a large cytoplasmic loop.
* HAS enzymes synthesize HA by adding both UDP-GlcNAc and UDP-GlcA at either the reducing or non-reducing end depending on the organism.
* HAS2 knockout mouse are embryonically lethal with severe cardiac and vascular abnormalities. HAS2 abnormalities are also associated with cancer and atherosclerosis.
* HAS1 and HAS3 double-knockouts are viable and show enhanced dermal inflammatory response.
* In humans, HAS enzymes are associated with cancer and idiopathic pulmonary arterial hypertension.",601463,,GlcNAc(b1-4) or GlcA(b1-3),,,GlcA(b1-3) or GlcNAc(b1-4),GlcNAc(b1-4)GlcA(b1-3) or GlcA(b1-3)GlcNAc(b1-4),0,0,pM,1,1,1,1,1,,,UDP,R-HSA-2142850,1,1
HAS2,GT2,2.4.1.212,Glycosyltransferase,Q92819,NM_005328.2,K00752,No Record,NP_005319.1,3037,GAG,Hyaluronan synthase 2,Homo sapiens,,done,GlcA(b1-3)GlcNAc(b1-4) [Free];GlcNAc(b1-4)GlcA(b1-3) [Free],UDP-GlcNAc; UDP-GlcA,GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4) [Free];GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3) [Free],UDP;UDP,"* HA is a neutral polysaccharide [GlcNAc(b4)GlcA(b3)] with mass 10^3 to 10^7 Da depending on tissue type.
* These are made by three HAS enzymes (Hyaluronic acid synthase: HAS1, HAS2, HAS3) that are expressed on cell plasma membrane.
* All enzymes have a DXD motif in the cytoplasmic region. HA produced in cells is secreted outside and forms the glycocalyx.
* HAS1, 2, 3 are integral membrane proteins composed of multiple membrane spanning regions with hydrophobic amino acid clusters and a large cytoplasmic loop.
* HAS enzymes synthesize HA by adding both UDP-GlcNAc and UDP-GlcA at either the reducing or non-reducing end depending on the organism.
* HAS2 knockout mouse are embryonically lethal with severe cardiac and vascular abnormalities. HAS2 abnormalities are also associated with cancer and atherosclerosis.
* HAS1 and HAS3 double-knockouts are viable and show enhanced dermal inflammatory response.
* In humans, HAS enzymes are associated with cancer and idiopathic pulmonary arterial hypertension.",601636,,GlcNAc(b1-4) or GlcA(b1-3),,,GlcA(b1-3) or GlcNAc(b1-4),GlcNAc(b1-4)GlcA(b1-3) or GlcA(b1-3)GlcNAc(b1-4),0,0,pM,1,1,1,1,1,,,UDP,R-HSA-2142850,1,1
HAS3,GT2,2.4.1.212,Glycosyltransferase,O00219,NM_001199280.1,K00752,No Record,NP_001186209.1,3038,GAG,Hyaluronan synthase 3,Homo sapiens,,done,GlcA(b1-3)GlcNAc(b1-4) [Free];GlcNAc(b1-4)GlcA(b1-3) [Free],UDP-GlcNAc; UDP-GlcA,GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4) [Free];GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3) [Free],UDP;UDP,"* HA is a neutral polysaccharide [GlcNAc(b4)GlcA(b3)] with mass 10^3 to 10^7 Da depending on tissue type.
* These are made by three HAS enzymes (Hyaluronic acid synthase: HAS1, HAS2, HAS3) that are expressed on cell plasma membrane.
* All enzymes have a DXD motif in the cytoplasmic region. HA produced in cells is secreted outside and forms the glycocalyx.
* HAS1, 2, 3 are integral membrane proteins composed of multiple membrane spanning regions with hydrophobic amino acid clusters and a large cytoplasmic loop.
* HAS enzymes synthesize HA by adding both UDP-GlcNAc and UDP-GlcA at either the reducing or non-reducing end depending on the organism.
* HAS2 knockout mouse are embryonically lethal with severe cardiac and vascular abnormalities. HAS2 abnormalities are also associated with cancer and atherosclerosis.
* HAS1 and HAS3 double-knockouts are viable and show enhanced dermal inflammatory response.
* In humans, HAS enzymes are associated with cancer and idiopathic pulmonary arterial hypertension.",602428,,GlcNAc(b1-4) or GlcA(b1-3),,,GlcA(b1-3) or GlcNAc(b1-4),GlcNAc(b1-4)GlcA(b1-3) or GlcA(b1-3)GlcNAc(b1-4),0,0,pM,1,1,1,1,1,,,UDP,R-HSA-2142850,1,1
HEXA,GH20,3.2.1.52,Glycosidase,P06865,NM_000520.5,,No Record,NP_000511.2,3073,GSL,Beta-hexosaminidase subunit alpha,Homo sapiens,None,done,GalNAc(b1-?)-R;GlcNAc(b1-?)-R,H2O;H2O,GalNAc;GlcNAc,R;R,"* Beta hexosaminidase A and B interact with one another to degrade the GM2 ganglioside in lysosomes by removing GalNAc. These enzymes are important for regulating glycolipid homeostasis in the central nervous system.
* Defects in HEXA results in Tay Sachs disease, a condition which results in the buildup of lipids in the brain. This results in seizures, paralysis, and eventually death at an early age.
* HAEXA/B also facilitate glycoproteins (N- and O-) and keratin sulfate degradation.",606869,,,,NULL,GalNAc(b1-?),,0,0,pM,0,0,0,0,0,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-1660662,1,1
HEXB,GH20,3.2.1.52,Glycosidase,P07686,NM_000521.3,,No Record,NP_000512.1,ids,GSL,Beta-hexosaminidase subunit beta,Homo sapiens,None,done,GalNAc(b1-?)-R;GlcNAc(b1-?)-R,H2O;H2O,GalNAc;GlcNAc,R;R,"* Beta hexosaminidase A and B interact with one another to degrade the GM2 ganglioside in lysosomes by removing GalNAc. These enzymes are important for regulating glycolipid homeostasis in the central nervous system.
* Defects in HEXA results in Tay Sachs disease, a condition which results in the buildup of lipids in the brain. This results in seizures, paralysis, and eventually death at an early age.
* HAEXA/B also facilitate glycoproteins (N- and O-) and keratin sulfate degradation.",606873,,,,NULL,GalNAc(b1-?),,0,0,pM,0,0,0,0,0,,,null,R-HSA-1660662,1,1
HK1,,2.7.1.1,,P19367,NM_000188.2,,No Record,NP_000179.2,3098,,Hexokinase-1,Homo sapiens,None,done,Glc;Fruc;GlcN;Man,ATP;ATP;ATP;ATP,Glc6P;Fruc6P;GlcN6P;Man6P,ADP;ADP;ADP;ADP,"* Hexokinase 1 (HK1) phosphorylates various hexoses, such as glucose, fructose, and galactose in the cytoplasm.
* It phosphorylates glucose to create glucose-6-phosphate. This is the first step of glycolysis, and necessary to form nucleotide-sugars. * Does NOT phosphorylate D-Nacetylglucosamine (GlcNAc).
* This enzyme is responsible for the catalysis of the first event of glycolysis: the phosphorylation of glucose to glucose-1-phosphate.",142600,,,,NULL,Glc or Fruc or GlcN or Man,Glc(6P) or Fruc(6P) or GlcN(6P) or Man(6P),0,0,pM,1,1,1,1,1,,,null,R-HSA-5619056,1,0
HK2,,2.7.1.1,,P52789,NM_000189.4,,No Record,NP_000180.2,3099,,Hexokinase-2,Homo sapiens,None,done,Glc;Fruc;Man,ATP;ATP;ATP,Glc6P;Fruc6P;Man6P,ADP;ADP;ADP,"* HK2 transfers phosphate to glucose to create glucose-6-phosphate. This is the first step of glycolysis, and necessary to form nucleotide-sugars.",601125,,,,NULL,Glc or Fruc or Man,Glc(6P) or Fruc(6P) or Man(6P),0,0,pM,1,1,1,1,1,Muscular/Epithelial/Connective/Nervous,Musculoskeletal/Pancreas/Bladder/Spleen/Mouth/Liver/Ovaries/Brain/Stomach/Lungs/Prostate/Eyes/Intestines/Kidney/Heart,UDP,R-HSA-70171,1,0
HK3,,2.7.1.1,,P52790,NM_002115.2,,No Record,NP_002106.2,3101,,Hexokinase-3,Homo sapiens,None,done,Glc;Fruc;Man,ATP;ATP;ATP,Glc6P;Fruc6P;Man6P,ADP;ADP;ADP,"* Hexokinase 3 (HK3) phosphorylates glucose and fructose.
* This enzyme catalyzes the first step of glycoslysis, converting glucose to glucose-1-phosphate.",142570,,,,NULL,Glc or Fruc or Man,Glc(6P) or Fruc(6P) or Man(6P),0,0,pM,1,1,1,1,1,,,null,R-HSA-6798695,1,0
HPSE,GH79,3.2.1.166,,Q9Y251,NM_001098540.2,,No Record,NP_001092010.1,10855,GAG,Heparanase,Homo sapiens,None,done,"...GlcA(b1-4)GlcN,3,6S(a1-?)HS chain",H2O,...GlcA(b1-4),"GlcN,3,6S(a1-?)HS chain","* Endoglycosidase heparanase that cleaves glucuronic acids linked to GlcNAc residues having 2,3, or 6 carbon-linked sulfate groups.
* Involved on osteogenesis via remodeling of osteoblast ECM. * Heparanase remodeling of the ECM causes metastasis in melanoma.",604724,,,,NULL,"...GlcA(b1-4)GlcN<,3><,6>S(a1-?)","...GlcA(b1-4)+GlcN<,3><,6>S(a1-?)",0,0,pM,0,0,0,0,0,,,None_Other,R-HSA-2024096,1,1
HGSNAT,,2.3.1.78,,Q68CP4,NM_152419.2,,No Record,NP_689632.2,138050,,Heparan-alpha-glucosaminide N-acetyltransferase,Homo sapiens,,done,GlcN(a1-4)HS chain,Acetyl-CoA,GlcNAc(a1-4)HS chain,CoA,"* Lysosomal acetyltransferase that acetylates the non-reducing terminal GlcNS into GlcNAc.
* Here acetyl-CoA donates the acetyl group to a histidine residue in the cytoplasmic domain of the N-acetyltransferase. The acetyl gp. then becomes available in the luminal side of the lysosomal membrane, where it is transferred to GlcNAc on degrading HS 
chains. The action of exo-glucosaminidases follows to remove the terminal GlcNAc from the HS polymer.",610453,,,,NULL,GlcN(a1-4),GlcNAc(a1-4),0,0,pM,0,0,0,0,0,,,null,R-HSA-2024096,1,0
HS2ST1,,2.8.2.-,Sulfate synthase,Q7LGA3,NM_001134492.1,K02513,ko00534,NP_001127964.1,9653,GAG,Heparan sulfate 2-O-sulfotransferase 1,Homo sapiens,"! <[6S]> or !<[2,6S]> and var=50%",done,GlcNS(a1-4)GlcA(b1-4) or GlcNS(a1-4)IdoA(a1-3),,GlcNS(a1-4)GlcA2S(b1-4) or GlcNS(a1-4)IdoA2S(a1-3),PAP,"* Sulfation of heparan sulfate occurs at C2 of HexA. It also occurs at C3, C6, and NS residues of GlcNAc or GlcNS. HSPGs are major regulators of cell behavior with roles in inflammation, blood coagulation, tumor invasion, and malignancy.
* 2-O-sulfation in HS/heparin plays pivotal roles in regulating biological function.
* HS2ST is closely related to UST. It transfers sulfo group to C2 of GlcA or IdoA in the context of N-sulfated GlcNAc, but not 6-sulfated GlcNAc. Thus 2-O-sulfation precedes 6-O-sulfation of GlcNSO3.
* HS2ST1 forms a complex with GLCE to facilitate conversion of GlcA to IdoA2S.
* HS2ST-deficient mice died in the neonatal period. Other defects are also associated with HS2ST function.
* CS, DS and KS are not acceptors for HS2ST activity.",604844,Cis/Medial/Trans/TGN,S(?2),,,GlcN(a1-4 [NS])GlcA(b1-4) or GlcN(a1-4 [NS])IdoA(a1-3),GlcN(a1-4 [NS])GlcA(b1-4 [2S]) or GlcN(a1-4 [NS])IdoA(a1-3 [2S]),0,0,pM,1,1,1,1,1,,,PAPS,R-HSA-2022928,1,1
HS3ST1,,2.8.2.23,Sulfate synthase,O14792,NM_005114.2,K01024,ko00534,NP_005105.1,9957,GAG,Heparan sulfate glucosamine 3-O-sulfotransferase 1,Homo sapiens,,done,"IdoA(a1-4)GlcNS(a1-4);IdoA(a1-4)Glc6,NS(a1-4);GlcA(a1-4)GlcNS(a1-4);GlcA(a1-4)Glc6,NS(a1-4)",PAPS;PAPS;PAPS;PAPS,"IdoA(a1-4)Glc3,NS(a1-4);IdoA(a1-4)Glc3,6,NS(a1-4);GlcA(a1-4)Glc3,NS(a1-4);GlcA(a1-4)Glc3,6,NS(a1-4)",PAP;PAP;PAP;PAP,"* Sulfation of heparan sulfate occurs at C2 of HexA. It also occurs at C3, C6, and NS residues of GlcNAc or GlcNS. HSPGs are major regulators of cell behavior with roles in inflammation, blood coagulation, tumor invasion, and malignancy.
* Seven isoenzymes display HS 3-O-sulfotransferase activity, with all enzymes transferring sulfate to C3 of GlcNAc in heparin and heparan sulfate.
* HS3ST1 sulfates an N-sulfo glucosamine (GlcNS) that has a nonsulfated glucuronic acid (GlcA) or an iduronic acid (IdoA) at the nonreducing end. This modification is necessary for anti-thrombin activity of heparin. 
* HS3ST-2, 3 (3A and 3B), 4, and 6, all sulfate a GlcNS6S residue that has a 2-O-sulfated iduronic acid (IdoA2S) on the nonreducing end. This does not provide anti-thrombin activity, but serves viral entry for herpes simplex virus type-1.
* The tissue distribution of the different HS3STs is quite different.",603244,Cis/Medial/Trans/TGN,S(?3),,,"IdoA(a1-4)GlcN(a1-4 [NS]) or IdoA(a1-4)GlcN(a1-4 [6,NS]) or GlcA(a1-4)GlcN(a1-4 [NS]) or GlcA(a1-4)GlcN(a1-4 [6,NS])","IdoA(a1-4)GlcN(a1-4 [3,NS]) or IdoA(a1-4)GlcN(a1-4 [3,6,NS]) or GlcA(a1-4)GlcN(a1-4 [3,NS]) or GlcA(a1-4)GlcN(a1-4 [3,6,NS])",0,0,pM,1,1,1,1,1,,,PAPS,R-HSA-2022928,1,1
HS3ST2,,2.8.2.29,Sulfate synthase,Q9Y278,NM_006043.1,K07808,ko00534,NP_006034.1,9956,GAG,Heparan sulfate glucosamine 3-O-sulfotransferase 2,Homo sapiens,nGlcNAc(a1-4 NS-2)>=1,done,"IdoA2S(a1-4)GlcN2S(a1-?);IdoA2S(a1-4)GlcN2,6S(a1-?)",PAPS;PAPS,"IdoA2S(a1-4)GlcN2,3S(a1-?);IdoA2S(a1-4)GlcN2,3,6S(a1-?)",PAP;PAP,"* Sulfation of heparan sulfate occurs at C2 of HexA. It also occurs at C3, C6, and NS residues of GlcNAc or GlcNS. HSPGs are major regulators of cell behavior with roles in inflammation, blood coagulation, tumor invasion, and malignancy.
* Seven isoenzymes display HS 3-O-sulfotransferase activity, with all enzymes transferring sulfate to C3 of GlcNAc in heparin and heparan sulfate.
* HS3ST1 sulfates an N-sulfo glucosamine (GlcNS) that has a nonsulfated glucuronic acid (GlcA) or an iduronic acid (IdoA) at the nonreducing end. This modification is necessary for anti-thrombin activity of heparin. 
* HS3ST-2, 3 (3A and 3B), 4, and 6, all sulfate a GlcNS6S residue that has a 2-O-sulfated iduronic acid (IdoA2S) on the nonreducing end. This does not provide anti-thrombin activity, but serves viral entry for herpes simplex virus type-1.
* The tissue distribution of the different HS3STs is quite different.",604056,Cis/Medial/Trans/TGN,S(?3),,,"IdoA(a1-4 [2S])GlcN(a1-4 [2S]) or IdoA(a1-4 [2S])GlcN(a1-4 [2,6S])","IdoA(a1-4 [2S])GlcN(a1-4 [2,3S]) or IdoA(a1-4 [2S])GlcN(a1-4 [2,3,6S])",0,0,pM,1,1,1,1,1,,,PAPS,R-HSA-2022928,1,1
HS3ST3A1,,2.8.2.30,Sulfate synthase,Q9Y663,NM_006042.2,K07809,ko00534,NP_006033.1,9955,GAG,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,Homo sapiens,,done,"IdoA2S(a1-4)GlcN2S(a1-?);IdoA2S(a1-4)GlcN2,6S(a1-?)",PAPS;PAPS,"IdoA2S(a1-4)GlcN2,3S(a1-?);IdoA2S(a1-4)GlcN2,3,6S(a1-?)",PAP;PAP,"* Sulfation of heparan sulfate occurs at C2 of HexA. It also occurs at C3, C6, and NS residues of GlcNAc or GlcNS. HSPGs are major regulators of cell behavior with roles in inflammation, blood coagulation, tumor invasion, and malignancy.
* Seven isoenzymes display HS 3-O-sulfotransferase activity, with all enzymes transferring sulfate to C3 of GlcNAc in heparin and heparan sulfate.
* HS3ST1 sulfates an N-sulfo glucosamine (GlcNS) that has a nonsulfated glucuronic acid (GlcA) or an iduronic acid (IdoA) at the nonreducing end. This modification is necessary for anti-thrombin activity of heparin. 
* HS3ST-2, 3 (3A and 3B), 4, and 6, all sulfate a GlcNS6S residue that has a 2-O-sulfated iduronic acid (IdoA2S) on the nonreducing end. This does not provide anti-thrombin activity, but serves viral entry for herpes simplex virus type-1.
* The tissue distribution of the different HS3STs is quite different.",604057,Cis/Medial/Trans/TGN,S(?3),,,"IdoA(a1-4 [2S])GlcN(a1-4 [2S]) or IdoA(a1-4 [2S])GlcN(a1-4 [2,6S])","IdoA(a1-4 [2S])GlcN(a1-4 [2,3S]) or IdoA(a1-4 [2S])GlcN(a1-4 [2,3,6S])",0,0,pM,1,1,1,1,1,,,PAPS,R-HSA-2022928,1,1
