Gene ID	Gene Symbol	Transcript ID	Gene Tax ID	miRNA	Site Type	UTR_start	UTR end	context++ score	context++ score percentile	weighted context++ score	weighted context++ score percentile	Predicted relative KD
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-590-3p	3	7138	7145	-0.030	79	-0.006	56	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-591	2	6206	6212	-0.044	38	-0.009	33	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-593-3p	1	7039	7045	-0.165	87	-0.031	63	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-593-3p	1	7231	7237	-0.107	76	-0.020	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-593-3p	2	122	128	-0.244	94	-0.244	95	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-597-3p	1	2786	2792	-0.010	25	-0.002	33	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-599	2	7314	7320	-0.179	92	-0.011	40	-4.0342
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-605-3p	3	5604	5611	-0.045	37	-0.009	28	-4.6608
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-606	2	1741	1747	-0.020	28	-0.006	37	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-607	1	4435	4441	-0.010	40	-0.002	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-607	1	6707	6713	-0.010	40	-0.002	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-607	2	2896	2902	-0.020	69	-0.004	56	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-607	2	2990	2996	-0.020	69	-0.004	56	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6073	1	4269	4275	-0.127	74	-0.024	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6074	1	6099	6105	-0.010	33	-0.002	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6074	3	6233	6240	-0.030	71	-0.006	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6077	1	247	253	-0.010	38	-0.003	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6080	1	1826	1832	-0.088	72	-0.025	59	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6080	2	5713	5719	-0.098	75	-0.019	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6081	1	5850	5856	-0.084	54	-0.016	37	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-608	1	5333	5339	-0.049	29	-0.009	25	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6083	1	4135	4141	-0.010	45	-0.002	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6083	1	5936	5942	-0.010	45	-0.002	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6083	1	6431	6437	-0.010	45	-0.002	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-608	3	982	989	-0.235	76	-0.065	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6086	2	552	558	-0.020	35	-0.006	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6087	2	3436	3442	-0.143	48	-0.027	35	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6088	1	2517	2523	-0.032	47	-0.009	43	-2.5393
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6124	1	5204	5210	-0.010	49	-0.002	58	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6124	2	1949	1955	-0.072	94	-0.021	86	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6124	3	740	747	-0.030	83	-0.009	67	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6126	1	3179	3185	-0.010	48	-0.002	53	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6126	2	5605	5611	-0.054	78	-0.010	66	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6127	2	6014	6020	-0.172	78	-0.032	51	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6128	1	119	125	-0.118	89	-0.118	93	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6128	1	6953	6959	-0.076	81	-0.015	60	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6129	2	6014	6020	-0.117	67	-0.022	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6130	2	6014	6020	-0.128	70	-0.024	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-613	1	2242	2248	-0.019	36	-0.005	38	-4.5570
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6131	2	3409	3415	-0.020	44	-0.004	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6132	1	615	621	-0.010	23	-0.003	30	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6133	2	6014	6020	-0.150	74	-0.028	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6165	3	2730	2737	-0.030	39	-0.006	31	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-616-5p	3	5008	5015	-0.030	52	-0.006	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-620	1	3619	3625	-0.010	28	-0.002	35	-3.5648
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-620	1	5402	5408	-0.030	50	-0.006	42	-3.0183
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-620	2	5505	5511	-0.063	70	-0.012	49	-4.7753
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-623	1	445	451	-0.048	59	-0.014	53	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-623	1	4902	4908	-0.067	66	-0.013	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-623	1	5073	5079	-0.010	30	-0.002	37	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-623	3	366	373	-0.171	90	-0.048	72	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-624-3p	3	4859	4866	-0.116	84	-0.022	62	-4.0306
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-625-5p	2	1228	1234	-0.143	58	-0.040	39	-2.4958
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-625-5p	3	6417	6424	-0.327	93	-0.059	48	-2.7653
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-627-3p	1	2373	2379	-0.078	80	-0.022	69	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-627-5p	2	827	833	-0.111	84	-0.032	70	-3.9374
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-628-3p	1	1444	1450	-0.078	53	-0.022	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-628-3p	3	4483	4490	-0.081	55	-0.016	36	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-628-5p	1	3077	3083	-0.012	40	-0.002	41	-4.2403
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-628-5p	1	905	911	-0.032	56	-0.009	50	-3.8192
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-628-5p	3	6931	6938	-0.148	87	-0.028	66	-6.2537
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-629-3p	1	6425	6431	-0.010	45	-0.002	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-629-3p	1	6457	6463	-0.010	45	-0.002	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-630	1	6153	6159	-0.124	74	-0.024	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-630	2	4674	4680	-0.024	26	-0.005	28	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-630	3	5032	5039	-0.089	63	-0.017	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-632	1	1197	1203	-0.010	48	-0.003	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-632	2	2460	2466	-0.110	88	-0.031	79	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-633	1	40	46	-0.083	79	-0.083	86	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-633	2	6315	6321	-0.020	44	-0.004	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-634	3	2779	2786	-0.188	87	-0.035	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-637	2	4819	4825	-0.149	79	-0.028	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-637	2	6419	6425	-0.163	81	-0.031	56	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-637	3	1231	1238	-0.274	94	-0.075	72	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-640	2	5484	5490	-0.036	42	-0.007	35	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-641	2	2316	2322	-0.020	51	-0.006	52	-2.8521
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-642a-3p	2	2670	2676	-0.020	34	-0.004	35	-4.9879
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-642b-3p	2	2670	2676	-0.020	34	-0.004	35	-4.9879
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-642b-5p	1	3262	3268	-0.010	20	-0.002	30	-3.6034
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-645	2	5433	5439	-0.083	60	-0.016	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-646	1	3280	3286	-0.062	68	-0.012	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-646	2	409	415	-0.064	69	-0.018	50	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-649	1	5642	5648	-0.010	25	-0.002	34	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6499-3p	1	3152	3158	-0.010	23	-0.002	39	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-650	1	1663	1669	-0.172	86	-0.048	64	-4.0515
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6501-3p	3	4472	4479	-0.142	88	-0.027	64	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6501-5p	1	3419	3425	-0.154	59	-0.029	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6502-5p	1	2721	2727	-0.047	38	-0.009	32	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6502-5p	1	5728	5734	-0.032	29	-0.006	29	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6503-3p	1	707	713	-0.097	75	-0.028	65	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6503-5p	2	341	347	-0.159	83	-0.045	64	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6504-3p	2	2884	2890	-0.020	47	-0.004	54	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6505-5p	1	2243	2249	-0.043	58	-0.012	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6507-5p	1	2125	2131	-0.107	97	-0.031	90	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6507-5p	2	1917	1923	-0.020	59	-0.006	60	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6507-5p	2	6088	6094	-0.020	59	-0.004	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6507-5p	3	6833	6840	-0.030	81	-0.006	60	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6508-3p	1	3339	3345	-0.010	16	-0.002	24	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6509-5p	1	2466	2472	-0.077	54	-0.022	43	-2.3953
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6509-5p	2	843	849	-0.087	58	-0.025	45	-4.4382
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6510-5p	1	2731	2737	-0.010	32	-0.002	36	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6511a-5p	2	5602	5608	-0.041	64	-0.008	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6513-3p	2	5683	5689	-0.020	47	-0.004	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6513-5p	1	1747	1753	-0.052	74	-0.015	65	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6513-5p	3	5773	5780	-0.150	93	-0.028	74	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-651-3p	2	1082	1088	-0.020	37	-0.006	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-651-3p	2	1834	1840	-0.020	37	-0.006	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-651-3p	2	1951	1957	-0.069	82	-0.020	63	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-651-3p	2	5829	5835	-0.020	37	-0.004	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-651-3p	2	5984	5990	-0.059	80	-0.011	53	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-651-3p	3	2273	2280	-0.030	63	-0.009	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6514-3p	1	2214	2220	-0.053	71	-0.015	60	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6515-3p	3	299	306	-0.030	47	-0.009	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6515-5p	1	1664	1670	-0.010	24	-0.003	32	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6515-5p	1	3224	3230	-0.010	24	-0.002	30	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6515-5p	3	4688	4695	-0.132	74	-0.025	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-651-5p	1	103	109	-0.105	83	-0.105	88	-1.5932
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-651-5p	1	2115	2121	-0.026	49	-0.008	45	-2.2098
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-651-5p	1	4055	4061	-0.025	48	-0.005	41	-1.7493
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6516-3p	1	7221	7227	-0.056	53	-0.011	39	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6516-3p	3	2388	2395	-0.116	74	-0.033	57	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6516-5p	2	3185	3191	-0.100	85	-0.019	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6516-5p	2	6878	6884	-0.034	63	-0.007	44	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-653-5p	1	548	554	-0.010	24	-0.003	37	-2.8347
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-653-5p	2	1095	1101	-0.022	48	-0.006	43	-4.1541
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-653-5p	2	1192	1198	-0.020	35	-0.006	42	-3.5194
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-654-5p	1	5336	5342	-0.010	30	-0.002	34	-3.4241
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-654-5p	1	986	992	-0.010	30	-0.003	36	-3.4241
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-656-3p	1	4761	4767	-0.010	39	-0.002	48	-1.3973
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-656-3p	2	4457	4463	-0.020	56	-0.004	52	-1.6403
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-656-3p	2	93	99	-0.034	81	-0.034	87	-1.7038
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-656-5p	1	4392	4398	-0.141	75	-0.027	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-659-3p	1	4920	4926	-0.010	37	-0.002	46	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-659-3p	3	2787	2794	-0.030	64	-0.006	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-659-5p	1	6476	6482	-0.136	77	-0.026	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-660-3p	1	3064	3070	-0.081	66	-0.016	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-660-3p	3	3379	3386	-0.030	43	-0.006	38	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-660-3p	3	3528	3535	-0.030	43	-0.006	38	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-660-5p	3	4665	4672	-0.153	84	-0.029	57	-4.1854
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-663b	3	3896	3903	-0.084	72	-0.016	55	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-664b-3p	1	178	184	-0.010	42	-0.003	55	-2.3416
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-664b-3p	1	4078	4084	-0.010	42	-0.002	53	-3.0974
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-664b-3p	2	5056	5062	-0.020	67	-0.004	57	-2.9534
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-665	1	7255	7261	-0.040	52	-0.008	42	-2.2166
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-665	3	1773	1780	-0.103	75	-0.029	62	-3.0462
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-670-3p	1	3066	3072	-0.010	19	-0.002	29	-3.6002
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-670-3p	1	439	445	-0.053	60	-0.015	47	-3.5510
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6715a-3p	1	2337	2343	-0.190	92	-0.053	74	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6715a-3p	2	7175	7181	-0.072	69	-0.014	45	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6715b-3p	2	2337	2343	-0.128	91	-0.036	81	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6715b-5p	2	1847	1853	-0.020	55	-0.006	55	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6716-5p	2	4614	4620	-0.080	59	-0.015	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6721-5p	1	5118	5124	-0.024	35	-0.005	31	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6722-3p	3	614	621	-0.079	61	-0.023	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6727-3p	1	3377	3383	-0.063	57	-0.012	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6727-3p	1	3526	3532	-0.054	53	-0.010	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6728-5p	1	5773	5779	-0.108	80	-0.021	65	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6730-5p	1	901	907	-0.077	79	-0.022	62	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6731-3p	2	5076	5082	-0.020	48	-0.004	45	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6731-3p	3	3696	3703	-0.147	85	-0.028	69	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6731-5p	3	3146	3153	-0.121	70	-0.023	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6732-3p	2	5162	5168	-0.042	52	-0.008	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6733-5p	2	2701	2707	-0.145	88	-0.027	65	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6734-3p	2	447	453	-0.191	89	-0.053	73	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6734-5p	1	6078	6084	-0.093	64	-0.018	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6735-3p	1	1570	1576	-0.067	65	-0.019	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6735-3p	2	5124	5130	-0.030	40	-0.006	33	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6736-5p	3	2939	2946	-0.104	76	-0.020	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6737-5p	2	5333	5339	-0.094	63	-0.018	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6737-5p	2	983	989	-0.155	76	-0.044	58	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6739-5p	2	2701	2707	-0.167	90	-0.031	67	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6740-3p	1	4349	4355	-0.041	45	-0.008	34	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6740-5p	1	3243	3249	-0.068	54	-0.013	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6741-5p	1	2940	2946	-0.010	48	-0.002	52	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6742-3p	1	6421	6427	-0.010	36	-0.002	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6742-5p	2	5334	5340	-0.066	57	-0.013	31	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6742-5p	2	984	990	-0.095	68	-0.027	43	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6744-3p	1	3369	3375	-0.010	32	-0.002	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6744-3p	1	3393	3399	-0.010	32	-0.002	42	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6745	2	981	987	-0.082	58	-0.023	36	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6747-3p	3	3376	3383	-0.030	47	-0.006	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6747-3p	3	3525	3532	-0.030	47	-0.006	40	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6747-5p	1	983	989	-0.031	30	-0.009	28	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6747-5p	3	5332	5339	-0.045	41	-0.009	28	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6748-3p	1	4352	4358	-0.017	40	-0.003	41	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6749-3p	1	3065	3071	-0.066	56	-0.013	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6749-3p	2	452	458	-0.180	81	-0.050	66	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6750-3p	1	5761	5767	-0.010	56	-0.002	62	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6750-5p	1	6903	6909	-0.055	78	-0.011	61	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6750-5p	1	723	729	-0.105	86	-0.030	75	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6751-5p	1	5314	5320	-0.010	16	-0.002	22	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-675-3p	1	2473	2479	-0.053	71	-0.015	63	-4.3567
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6754-3p	3	297	304	-0.113	82	-0.032	69	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6755-3p	1	5291	5297	-0.046	25	-0.009	25	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6757-5p	1	1873	1879	-0.010	20	-0.003	30	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6758-3p	1	1649	1655	-0.010	37	-0.003	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6758-3p	1	2092	2098	-0.010	37	-0.003	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6758-3p	1	4594	4600	-0.010	37	-0.002	47	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6758-3p	1	7227	7233	-0.012	50	-0.002	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6758-5p	1	5536	5542	-0.042	64	-0.008	48	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6758-5p	2	4619	4625	-0.132	85	-0.025	64	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6758-5p	2	555	561	-0.095	79	-0.027	66	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6760-3p	3	2176	2183	-0.206	94	-0.057	81	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6761-5p	1	823	829	-0.077	79	-0.022	69	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6762-5p	1	683	689	-0.220	79	-0.061	49	NULL
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6763-5p	1	2704	2710	-0.079	61	-0.015	45	-1.7298
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-6763-5p	1	77	83	-0.137	75	-0.137	81	-1.1753
ENSG00000148584.10	A1CF	ENST00000374001.2	9606	hsa-miR-676-3p	2	1735	1741	-0.020	28	-0.006	34	-3.5132
